absoluteWindSpeed_knots	windDirectionDiff	significantWaveHeight_m	relativeWaveDirection	fuelFactorMain
37	60	7	0	1.01271428571429
37	60	7	10	1.01271428571429
37	60	7	20	1.01271428571429
37	60	7	30	1.01271428571429
37	60	7	40	1.01271428571429
37	60	7	50	1.01207857142857
37	60	7	60	1.01144285714286
37	60	7	70	1.01080714285714
37	60	7	80	1.01017142857143
37	60	7	90	1.00953571428571
37	60	7	100	1.0089
37	60	7	110	1.00826428571429
37	60	7	120	1.00762857142857
37	60	7	130	1.00699285714286
37	60	7	140	1.00635714285714
37	60	7	150	1.00572142857143
37	60	7	160	1.00508571428571
37	60	7	170	1.00445
37	0	7.5	0	1.0325
37	0	7.5	10	1.0325
37	0	7.5	20	1.0325
37	0	7.5	30	1.0325
37	0	7.5	40	1.0325
37	0	7.5	50	1.03145714285714
37	0	7.5	60	1.03041428571429
37	0	7.5	70	1.02937142857143
37	0	7.5	80	1.02832857142857
37	0	7.5	90	1.02728571428571
37	0	7.5	100	1.02624285714286
37	0	7.5	110	1.0252
37	0	7.5	120	1.02415714285714
37	0	7.5	130	1.02311428571429
37	0	7.5	140	1.02207142857143
37	0	7.5	150	1.02102857142857
37	0	7.5	160	1.01998571428571
37	0	7.5	170	1.01894285714286
37	10	7.5	0	1.0325
37	10	7.5	10	1.0325
37	10	7.5	20	1.0325
37	10	7.5	30	1.0325
37	10	7.5	40	1.0325
37	10	7.5	50	1.03145714285714
37	10	7.5	60	1.03041428571429
37	10	7.5	70	1.02937142857143
37	10	7.5	80	1.02832857142857
37	10	7.5	90	1.02728571428571
37	10	7.5	100	1.02624285714286
37	10	7.5	110	1.0252
37	10	7.5	120	1.02415714285714
37	10	7.5	130	1.02311428571429
37	10	7.5	140	1.02207142857143
37	10	7.5	150	1.02102857142857
37	10	7.5	160	1.01998571428571
37	10	7.5	170	1.01894285714286
37	20	7.5	0	1.0325
37	20	7.5	10	1.0325
37	20	7.5	20	1.0325
37	20	7.5	30	1.0325
37	20	7.5	40	1.0325
37	20	7.5	50	1.03145714285714
37	20	7.5	60	1.03041428571429
37	20	7.5	70	1.02937142857143
37	20	7.5	80	1.02832857142857
37	20	7.5	90	1.02728571428571
37	20	7.5	100	1.02624285714286
37	20	7.5	110	1.0252
37	20	7.5	120	1.02415714285714
37	20	7.5	130	1.02311428571429
37	20	7.5	140	1.02207142857143
37	20	7.5	150	1.02102857142857
37	20	7.5	160	1.01998571428571
37	20	7.5	170	1.01894285714286
37	30	7.5	0	1.0325
37	30	7.5	10	1.0325
37	30	7.5	20	1.0325
37	30	7.5	30	1.0325
37	30	7.5	40	1.0325
37	30	7.5	50	1.03145714285714
37	30	7.5	60	1.03041428571429
37	30	7.5	70	1.02937142857143
37	30	7.5	80	1.02832857142857
37	30	7.5	90	1.02728571428571
37	30	7.5	100	1.02624285714286
37	30	7.5	110	1.0252
37	30	7.5	120	1.02415714285714
37	30	7.5	130	1.02311428571429
37	30	7.5	140	1.02207142857143
37	30	7.5	150	1.02102857142857
37	30	7.5	160	1.01998571428571
37	30	7.5	170	1.01894285714286
37	40	7.5	0	1.0325
37	40	7.5	10	1.0325
37	40	7.5	20	1.0325
37	40	7.5	30	1.0325
37	40	7.5	40	1.0325
37	40	7.5	50	1.03145714285714
37	40	7.5	60	1.03041428571429
37	40	7.5	70	1.02937142857143
37	40	7.5	80	1.02832857142857
37	40	7.5	90	1.02728571428571
37	40	7.5	100	1.02624285714286
37	40	7.5	110	1.0252
37	40	7.5	120	1.02415714285714
37	40	7.5	130	1.02311428571429
37	40	7.5	140	1.02207142857143
37	40	7.5	150	1.02102857142857
37	40	7.5	160	1.01998571428571
37	40	7.5	170	1.01894285714286
37	50	7.5	0	1.02260714285714
37	50	7.5	10	1.02260714285714
37	50	7.5	20	1.02260714285714
37	50	7.5	30	1.02260714285714
37	50	7.5	40	1.02260714285714
37	50	7.5	50	1.02176785714286
37	50	7.5	60	1.02092857142857
37	50	7.5	70	1.02008928571429
37	50	7.5	80	1.01925
37	50	7.5	90	1.01841071428571
37	50	7.5	100	1.01757142857143
37	50	7.5	110	1.01673214285714
37	50	7.5	120	1.01589285714286
37	50	7.5	130	1.01505357142857
37	50	7.5	140	1.01421428571429
37	50	7.5	150	1.013375
37	50	7.5	160	1.01253571428571
37	50	7.5	170	1.01169642857143
37	60	7.5	0	1.01271428571429
37	60	7.5	10	1.01271428571429
37	60	7.5	20	1.01271428571429
37	60	7.5	30	1.01271428571429
37	60	7.5	40	1.01271428571429
37	60	7.5	50	1.01207857142857
37	60	7.5	60	1.01144285714286
37	60	7.5	70	1.01080714285714
37	60	7.5	80	1.01017142857143
37	60	7.5	90	1.00953571428571
37	60	7.5	100	1.0089
37	60	7.5	110	1.00826428571429
37	60	7.5	120	1.00762857142857
37	60	7.5	130	1.00699285714286
37	60	7.5	140	1.00635714285714
37	60	7.5	150	1.00572142857143
37	60	7.5	160	1.00508571428571
37	60	7.5	170	1.00445
37	0	8	0	1.03330357142857
37	0	8	10	1.03330357142857
37	0	8	20	1.03330357142857
37	0	8	30	1.03330357142857
37	0	8	40	1.03330357142857
37	0	8	50	1.03222053571429
37	0	8	60	1.0311375
37	0	8	70	1.03005446428571
37	0	8	80	1.02897142857143
37	0	8	90	1.02788839285714
37	0	8	100	1.02680535714286
37	0	8	110	1.02572232142857
37	0	8	120	1.02463928571429
37	0	8	130	1.02355625
37	0	8	140	1.02247321428571
37	0	8	150	1.02139017857143
37	0	8	160	1.02030714285714
37	0	8	170	1.01922410714286
37	10	8	0	1.03330357142857
37	10	8	10	1.03330357142857
37	10	8	20	1.03330357142857
37	10	8	30	1.03330357142857
37	10	8	40	1.03330357142857
37	10	8	50	1.03222053571429
37	10	8	60	1.0311375
37	10	8	70	1.03005446428571
37	10	8	80	1.02897142857143
37	10	8	90	1.02788839285714
37	10	8	100	1.02680535714286
37	10	8	110	1.02572232142857
37	10	8	120	1.02463928571429
37	10	8	130	1.02355625
37	10	8	140	1.02247321428571
37	10	8	150	1.02139017857143
37	10	8	160	1.02030714285714
37	10	8	170	1.01922410714286
37	20	8	0	1.03330357142857
37	20	8	10	1.03330357142857
37	20	8	20	1.03330357142857
37	20	8	30	1.03330357142857
37	20	8	40	1.03330357142857
37	20	8	50	1.03222053571429
37	20	8	60	1.0311375
37	20	8	70	1.03005446428571
37	20	8	80	1.02897142857143
37	20	8	90	1.02788839285714
37	20	8	100	1.02680535714286
37	20	8	110	1.02572232142857
37	20	8	120	1.02463928571429
37	20	8	130	1.02355625
37	20	8	140	1.02247321428571
37	20	8	150	1.02139017857143
37	20	8	160	1.02030714285714
37	20	8	170	1.01922410714286
37	30	8	0	1.03330357142857
37	30	8	10	1.03330357142857
37	30	8	20	1.03330357142857
37	30	8	30	1.03330357142857
37	30	8	40	1.03330357142857
37	30	8	50	1.03222053571429
37	30	8	60	1.0311375
37	30	8	70	1.03005446428571
37	30	8	80	1.02897142857143
37	30	8	90	1.02788839285714
37	30	8	100	1.02680535714286
37	30	8	110	1.02572232142857
37	30	8	120	1.02463928571429
37	30	8	130	1.02355625
37	30	8	140	1.02247321428571
37	30	8	150	1.02139017857143
37	30	8	160	1.02030714285714
37	30	8	170	1.01922410714286
37	40	8	0	1.03330357142857
37	40	8	10	1.03330357142857
37	40	8	20	1.03330357142857
37	40	8	30	1.03330357142857
37	40	8	40	1.03330357142857
37	40	8	50	1.03222053571429
37	40	8	60	1.0311375
37	40	8	70	1.03005446428571
37	40	8	80	1.02897142857143
37	40	8	90	1.02788839285714
37	40	8	100	1.02680535714286
37	40	8	110	1.02572232142857
37	40	8	120	1.02463928571429
37	40	8	130	1.02355625
37	40	8	140	1.02247321428571
37	40	8	150	1.02139017857143
37	40	8	160	1.02030714285714
37	40	8	170	1.01922410714286
37	50	8	0	1.02300892857143
37	50	8	10	1.02300892857143
37	50	8	20	1.02300892857143
37	50	8	30	1.02300892857143
37	50	8	40	1.02300892857143
37	50	8	50	1.02214955357143
37	50	8	60	1.02129017857143
37	50	8	70	1.02043080357143
37	50	8	80	1.01957142857143
37	50	8	90	1.01871205357143
37	50	8	100	1.01785267857143
37	50	8	110	1.01699330357143
37	50	8	120	1.01613392857143
37	50	8	130	1.01527455357143
37	50	8	140	1.01441517857143
37	50	8	150	1.01355580357143
37	50	8	160	1.01269642857143
37	50	8	170	1.01183705357143
37	60	8	0	1.01271428571429
37	60	8	10	1.01271428571429
37	60	8	20	1.01271428571429
37	60	8	30	1.01271428571429
37	60	8	40	1.01271428571429
37	60	8	50	1.01207857142857
37	60	8	60	1.01144285714286
37	60	8	70	1.01080714285714
37	60	8	80	1.01017142857143
37	60	8	90	1.00953571428571
37	60	8	100	1.0089
37	60	8	110	1.00826428571429
37	60	8	120	1.00762857142857
37	60	8	130	1.00699285714286
37	60	8	140	1.00635714285714
37	60	8	150	1.00572142857143
37	60	8	160	1.00508571428571
37	60	8	170	1.00445
37	0	8.5	0	1.03410714285714
37	0	8.5	10	1.03410714285714
37	0	8.5	20	1.03410714285714
37	0	8.5	30	1.03410714285714
37	0	8.5	40	1.03410714285714
37	0	8.5	50	1.03298392857143
37	0	8.5	60	1.03186071428571
37	0	8.5	70	1.0307375
37	0	8.5	80	1.02961428571429
37	0	8.5	90	1.02849107142857
37	0	8.5	100	1.02736785714286
37	0	8.5	110	1.02624464285714
37	0	8.5	120	1.02512142857143
37	0	8.5	130	1.02399821428571
37	0	8.5	140	1.022875
37	0	8.5	150	1.02175178571429
37	0	8.5	160	1.02062857142857
37	0	8.5	170	1.01950535714286
37	10	8.5	0	1.03410714285714
37	10	8.5	10	1.03410714285714
37	10	8.5	20	1.03410714285714
37	10	8.5	30	1.03410714285714
37	10	8.5	40	1.03410714285714
37	10	8.5	50	1.03298392857143
37	10	8.5	60	1.03186071428571
37	10	8.5	70	1.0307375
37	10	8.5	80	1.02961428571429
37	10	8.5	90	1.02849107142857
37	10	8.5	100	1.02736785714286
37	10	8.5	110	1.02624464285714
37	10	8.5	120	1.02512142857143
37	10	8.5	130	1.02399821428571
37	10	8.5	140	1.022875
37	10	8.5	150	1.02175178571429
37	10	8.5	160	1.02062857142857
37	10	8.5	170	1.01950535714286
37	20	8.5	0	1.03410714285714
37	20	8.5	10	1.03410714285714
37	20	8.5	20	1.03410714285714
37	20	8.5	30	1.03410714285714
37	20	8.5	40	1.03410714285714
37	20	8.5	50	1.03298392857143
37	20	8.5	60	1.03186071428571
37	20	8.5	70	1.0307375
37	20	8.5	80	1.02961428571429
37	20	8.5	90	1.02849107142857
37	20	8.5	100	1.02736785714286
37	20	8.5	110	1.02624464285714
37	20	8.5	120	1.02512142857143
37	20	8.5	130	1.02399821428571
37	20	8.5	140	1.022875
37	20	8.5	150	1.02175178571429
37	20	8.5	160	1.02062857142857
37	20	8.5	170	1.01950535714286
37	30	8.5	0	1.03410714285714
37	30	8.5	10	1.03410714285714
37	30	8.5	20	1.03410714285714
37	30	8.5	30	1.03410714285714
37	30	8.5	40	1.03410714285714
37	30	8.5	50	1.03298392857143
37	30	8.5	60	1.03186071428571
37	30	8.5	70	1.0307375
37	30	8.5	80	1.02961428571429
37	30	8.5	90	1.02849107142857
37	30	8.5	100	1.02736785714286
37	30	8.5	110	1.02624464285714
37	30	8.5	120	1.02512142857143
37	30	8.5	130	1.02399821428571
37	30	8.5	140	1.022875
37	30	8.5	150	1.02175178571429
37	30	8.5	160	1.02062857142857
37	30	8.5	170	1.01950535714286
37	40	8.5	0	1.03410714285714
37	40	8.5	10	1.03410714285714
37	40	8.5	20	1.03410714285714
37	40	8.5	30	1.03410714285714
37	40	8.5	40	1.03410714285714
37	40	8.5	50	1.03298392857143
37	40	8.5	60	1.03186071428571
37	40	8.5	70	1.0307375
37	40	8.5	80	1.02961428571429
37	40	8.5	90	1.02849107142857
37	40	8.5	100	1.02736785714286
37	40	8.5	110	1.02624464285714
37	40	8.5	120	1.02512142857143
37	40	8.5	130	1.02399821428571
37	40	8.5	140	1.022875
37	40	8.5	150	1.02175178571429
37	40	8.5	160	1.02062857142857
37	40	8.5	170	1.01950535714286
37	50	8.5	0	0.770625
37	50	8.5	10	0.770625
37	50	8.5	20	0.770625
37	50	8.5	30	0.770625
37	50	8.5	40	0.770625
37	50	8.5	50	0.782384821428571
37	50	8.5	60	0.794144642857143
37	50	8.5	70	0.805904464285714
37	50	8.5	80	0.817664285714286
37	50	8.5	90	0.829424107142857
37	50	8.5	100	0.841183928571429
37	50	8.5	110	0.85294375
37	50	8.5	120	0.864703571428571
37	50	8.5	130	0.876463392857143
37	50	8.5	140	0.888223214285714
37	50	8.5	150	0.899983035714286
37	50	8.5	160	0.911742857142857
37	50	8.5	170	0.923502678571429
37	60	8.5	0	0.507142857142857
37	60	8.5	10	0.507142857142857
37	60	8.5	20	0.507142857142857
37	60	8.5	30	0.507142857142857
37	60	8.5	40	0.507142857142857
37	60	8.5	50	0.531785714285714
37	60	8.5	60	0.556428571428571
37	60	8.5	70	0.581071428571429
37	60	8.5	80	0.605714285714286
37	60	8.5	90	0.630357142857143
37	60	8.5	100	0.655
37	60	8.5	110	0.679642857142857
37	60	8.5	120	0.704285714285714
37	60	8.5	130	0.728928571428571
37	60	8.5	140	0.753571428571429
37	60	8.5	150	0.778214285714286
37	60	8.5	160	0.802857142857143
37	60	8.5	170	0.8275
39	0	0	0	1.01307142857143
39	0	0	10	1.01307142857143
39	0	0	20	1.01307142857143
39	0	0	30	1.01307142857143
39	0	0	40	1.01307142857143
39	0	0	50	1.01307142857143
39	0	0	60	1.01307142857143
39	0	0	70	1.01307142857143
39	0	0	80	1.01307142857143
39	0	0	90	1.01307142857143
39	0	0	100	1.01307142857143
39	0	0	110	1.01307142857143
39	0	0	120	1.01307142857143
39	0	0	130	1.01307142857143
39	0	0	140	1.01307142857143
39	0	0	150	1.01307142857143
39	0	0	160	1.01307142857143
39	0	0	170	1.01307142857143
39	10	0	0	1.01307142857143
39	10	0	10	1.01307142857143
39	10	0	20	1.01307142857143
39	10	0	30	1.01307142857143
39	10	0	40	1.01307142857143
39	10	0	50	1.01307142857143
39	10	0	60	1.01307142857143
39	10	0	70	1.01307142857143
39	10	0	80	1.01307142857143
39	10	0	90	1.01307142857143
39	10	0	100	1.01307142857143
39	10	0	110	1.01307142857143
39	10	0	120	1.01307142857143
39	10	0	130	1.01307142857143
39	10	0	140	1.01307142857143
39	10	0	150	1.01307142857143
39	10	0	160	1.01307142857143
39	10	0	170	1.01307142857143
39	20	0	0	1.01307142857143
39	20	0	10	1.01307142857143
39	20	0	20	1.01307142857143
39	20	0	30	1.01307142857143
39	20	0	40	1.01307142857143
39	20	0	50	1.01307142857143
39	20	0	60	1.01307142857143
39	20	0	70	1.01307142857143
39	20	0	80	1.01307142857143
39	20	0	90	1.01307142857143
39	20	0	100	1.01307142857143
39	20	0	110	1.01307142857143
39	20	0	120	1.01307142857143
39	20	0	130	1.01307142857143
39	20	0	140	1.01307142857143
39	20	0	150	1.01307142857143
39	20	0	160	1.01307142857143
39	20	0	170	1.01307142857143
39	30	0	0	1.01307142857143
39	30	0	10	1.01307142857143
39	30	0	20	1.01307142857143
39	30	0	30	1.01307142857143
39	30	0	40	1.01307142857143
39	30	0	50	1.01307142857143
39	30	0	60	1.01307142857143
39	30	0	70	1.01307142857143
39	30	0	80	1.01307142857143
39	30	0	90	1.01307142857143
39	30	0	100	1.01307142857143
39	30	0	110	1.01307142857143
39	30	0	120	1.01307142857143
39	30	0	130	1.01307142857143
39	30	0	140	1.01307142857143
39	30	0	150	1.01307142857143
39	30	0	160	1.01307142857143
39	30	0	170	1.01307142857143
39	40	0	0	1.01307142857143
39	40	0	10	1.01307142857143
39	40	0	20	1.01307142857143
39	40	0	30	1.01307142857143
39	40	0	40	1.01307142857143
39	40	0	50	1.01307142857143
39	40	0	60	1.01307142857143
39	40	0	70	1.01307142857143
39	40	0	80	1.01307142857143
39	40	0	90	1.01307142857143
39	40	0	100	1.01307142857143
39	40	0	110	1.01307142857143
39	40	0	120	1.01307142857143
39	40	0	130	1.01307142857143
39	40	0	140	1.01307142857143
39	40	0	150	1.01307142857143
39	40	0	160	1.01307142857143
39	40	0	170	1.01307142857143
39	50	0	0	1.00653571428571
39	50	0	10	1.00653571428571
39	50	0	20	1.00653571428571
39	50	0	30	1.00653571428571
39	50	0	40	1.00653571428571
39	50	0	50	1.00653571428571
39	50	0	60	1.00653571428571
39	50	0	70	1.00653571428571
39	50	0	80	1.00653571428571
39	50	0	90	1.00653571428571
39	50	0	100	1.00653571428571
39	50	0	110	1.00653571428571
39	50	0	120	1.00653571428571
39	50	0	130	1.00653571428571
39	50	0	140	1.00653571428571
39	50	0	150	1.00653571428571
39	50	0	160	1.00653571428571
39	50	0	170	1.00653571428571
39	60	0	0	1
39	60	0	10	1
39	60	0	20	1
39	60	0	30	1
39	60	0	40	1
39	60	0	50	1
39	60	0	60	1
39	60	0	70	1
39	60	0	80	1
39	60	0	90	1
39	60	0	100	1
39	60	0	110	1
39	60	0	120	1
39	60	0	130	1
39	60	0	140	1
39	60	0	150	1
39	60	0	160	1
39	60	0	170	1
39	0	0.5	0	1.01417857142857
39	0	0.5	10	1.01417857142857
39	0	0.5	20	1.01417857142857
39	0	0.5	30	1.01417857142857
39	0	0.5	40	1.01417857142857
39	0	0.5	50	1.01412321428571
39	0	0.5	60	1.01406785714286
39	0	0.5	70	1.0140125
39	0	0.5	80	1.01395714285714
39	0	0.5	90	1.01390178571429
39	0	0.5	100	1.01384642857143
39	0	0.5	110	1.01379107142857
39	0	0.5	120	1.01373571428571
39	0	0.5	130	1.01368035714286
39	0	0.5	140	1.013625
39	0	0.5	150	1.01356964285714
39	0	0.5	160	1.01351428571429
39	0	0.5	170	1.01345892857143
39	10	0.5	0	1.01417857142857
39	10	0.5	10	1.01417857142857
39	10	0.5	20	1.01417857142857
39	10	0.5	30	1.01417857142857
39	10	0.5	40	1.01417857142857
39	10	0.5	50	1.01412321428571
39	10	0.5	60	1.01406785714286
39	10	0.5	70	1.0140125
39	10	0.5	80	1.01395714285714
39	10	0.5	90	1.01390178571429
39	10	0.5	100	1.01384642857143
39	10	0.5	110	1.01379107142857
39	10	0.5	120	1.01373571428571
39	10	0.5	130	1.01368035714286
39	10	0.5	140	1.013625
39	10	0.5	150	1.01356964285714
39	10	0.5	160	1.01351428571429
39	10	0.5	170	1.01345892857143
39	20	0.5	0	1.01417857142857
39	20	0.5	10	1.01417857142857
39	20	0.5	20	1.01417857142857
39	20	0.5	30	1.01417857142857
39	20	0.5	40	1.01417857142857
39	20	0.5	50	1.01412321428571
39	20	0.5	60	1.01406785714286
39	20	0.5	70	1.0140125
39	20	0.5	80	1.01395714285714
39	20	0.5	90	1.01390178571429
39	20	0.5	100	1.01384642857143
39	20	0.5	110	1.01379107142857
39	20	0.5	120	1.01373571428571
39	20	0.5	130	1.01368035714286
39	20	0.5	140	1.013625
39	20	0.5	150	1.01356964285714
39	20	0.5	160	1.01351428571429
39	20	0.5	170	1.01345892857143
39	30	0.5	0	1.01417857142857
39	30	0.5	10	1.01417857142857
39	30	0.5	20	1.01417857142857
39	30	0.5	30	1.01417857142857
39	30	0.5	40	1.01417857142857
39	30	0.5	50	1.01412321428571
39	30	0.5	60	1.01406785714286
39	30	0.5	70	1.0140125
39	30	0.5	80	1.01395714285714
39	30	0.5	90	1.01390178571429
39	30	0.5	100	1.01384642857143
39	30	0.5	110	1.01379107142857
39	30	0.5	120	1.01373571428571
39	30	0.5	130	1.01368035714286
39	30	0.5	140	1.013625
39	30	0.5	150	1.01356964285714
39	30	0.5	160	1.01351428571429
39	30	0.5	170	1.01345892857143
39	40	0.5	0	1.01417857142857
39	40	0.5	10	1.01417857142857
39	40	0.5	20	1.01417857142857
39	40	0.5	30	1.01417857142857
39	40	0.5	40	1.01417857142857
39	40	0.5	50	1.01412321428571
39	40	0.5	60	1.01406785714286
39	40	0.5	70	1.0140125
39	40	0.5	80	1.01395714285714
39	40	0.5	90	1.01390178571429
39	40	0.5	100	1.01384642857143
39	40	0.5	110	1.01379107142857
39	40	0.5	120	1.01373571428571
39	40	0.5	130	1.01368035714286
39	40	0.5	140	1.013625
39	40	0.5	150	1.01356964285714
39	40	0.5	160	1.01351428571429
39	40	0.5	170	1.01345892857143
39	50	0.5	0	1.00708928571429
39	50	0.5	10	1.00708928571429
39	50	0.5	20	1.00708928571429
39	50	0.5	30	1.00708928571429
39	50	0.5	40	1.00708928571429
39	50	0.5	50	1.00706160714286
39	50	0.5	60	1.00703392857143
39	50	0.5	70	1.00700625
39	50	0.5	80	1.00697857142857
39	50	0.5	90	1.00695089285714
39	50	0.5	100	1.00692321428571
39	50	0.5	110	1.00689553571429
39	50	0.5	120	1.00686785714286
39	50	0.5	130	1.00684017857143
39	50	0.5	140	1.0068125
39	50	0.5	150	1.00678482142857
39	50	0.5	160	1.00675714285714
39	50	0.5	170	1.00672946428571
39	60	0.5	0	1
39	60	0.5	10	1
39	60	0.5	20	1
39	60	0.5	30	1
39	60	0.5	40	1
39	60	0.5	50	1
39	60	0.5	60	1
39	60	0.5	70	1
39	60	0.5	80	1
39	60	0.5	90	1
39	60	0.5	100	1
39	60	0.5	110	1
39	60	0.5	120	1
39	60	0.5	130	1
39	60	0.5	140	1
39	60	0.5	150	1
39	60	0.5	160	1
39	60	0.5	170	1
39	0	1	0	1.01528571428571
39	0	1	10	1.01528571428571
39	0	1	20	1.01528571428571
39	0	1	30	1.01528571428571
39	0	1	40	1.01528571428571
39	0	1	50	1.015175
39	0	1	60	1.01506428571429
39	0	1	70	1.01495357142857
39	0	1	80	1.01484285714286
39	0	1	90	1.01473214285714
39	0	1	100	1.01462142857143
39	0	1	110	1.01451071428571
39	0	1	120	1.0144
39	0	1	130	1.01428928571429
39	0	1	140	1.01417857142857
39	0	1	150	1.01406785714286
39	0	1	160	1.01395714285714
39	0	1	170	1.01384642857143
39	10	1	0	1.01528571428571
39	10	1	10	1.01528571428571
39	10	1	20	1.01528571428571
39	10	1	30	1.01528571428571
39	10	1	40	1.01528571428571
39	10	1	50	1.015175
39	10	1	60	1.01506428571429
39	10	1	70	1.01495357142857
39	10	1	80	1.01484285714286
39	10	1	90	1.01473214285714
39	10	1	100	1.01462142857143
39	10	1	110	1.01451071428571
39	10	1	120	1.0144
39	10	1	130	1.01428928571429
39	10	1	140	1.01417857142857
39	10	1	150	1.01406785714286
39	10	1	160	1.01395714285714
39	10	1	170	1.01384642857143
39	20	1	0	1.01528571428571
39	20	1	10	1.01528571428571
39	20	1	20	1.01528571428571
39	20	1	30	1.01528571428571
39	20	1	40	1.01528571428571
39	20	1	50	1.015175
39	20	1	60	1.01506428571429
39	20	1	70	1.01495357142857
39	20	1	80	1.01484285714286
39	20	1	90	1.01473214285714
39	20	1	100	1.01462142857143
39	20	1	110	1.01451071428571
39	20	1	120	1.0144
39	20	1	130	1.01428928571429
39	20	1	140	1.01417857142857
39	20	1	150	1.01406785714286
39	20	1	160	1.01395714285714
39	20	1	170	1.01384642857143
39	30	1	0	1.01528571428571
39	30	1	10	1.01528571428571
39	30	1	20	1.01528571428571
39	30	1	30	1.01528571428571
39	30	1	40	1.01528571428571
39	30	1	50	1.015175
39	30	1	60	1.01506428571429
39	30	1	70	1.01495357142857
39	30	1	80	1.01484285714286
39	30	1	90	1.01473214285714
39	30	1	100	1.01462142857143
39	30	1	110	1.01451071428571
39	30	1	120	1.0144
39	30	1	130	1.01428928571429
39	30	1	140	1.01417857142857
39	30	1	150	1.01406785714286
39	30	1	160	1.01395714285714
39	30	1	170	1.01384642857143
39	40	1	0	1.01528571428571
39	40	1	10	1.01528571428571
39	40	1	20	1.01528571428571
39	40	1	30	1.01528571428571
39	40	1	40	1.01528571428571
39	40	1	50	1.015175
39	40	1	60	1.01506428571429
39	40	1	70	1.01495357142857
39	40	1	80	1.01484285714286
39	40	1	90	1.01473214285714
39	40	1	100	1.01462142857143
39	40	1	110	1.01451071428571
39	40	1	120	1.0144
39	40	1	130	1.01428928571429
39	40	1	140	1.01417857142857
39	40	1	150	1.01406785714286
39	40	1	160	1.01395714285714
39	40	1	170	1.01384642857143
39	50	1	0	1.00764285714286
39	50	1	10	1.00764285714286
39	50	1	20	1.00764285714286
39	50	1	30	1.00764285714286
39	50	1	40	1.00764285714286
39	50	1	50	1.0075875
39	50	1	60	1.00753214285714
39	50	1	70	1.00747678571429
39	50	1	80	1.00742142857143
39	50	1	90	1.00736607142857
39	50	1	100	1.00731071428571
39	50	1	110	1.00725535714286
39	50	1	120	1.0072
39	50	1	130	1.00714464285714
39	50	1	140	1.00708928571429
39	50	1	150	1.00703392857143
39	50	1	160	1.00697857142857
39	50	1	170	1.00692321428571
39	60	1	0	1
39	60	1	10	1
39	60	1	20	1
39	60	1	30	1
39	60	1	40	1
39	60	1	50	1
39	60	1	60	1
39	60	1	70	1
39	60	1	80	1
39	60	1	90	1
39	60	1	100	1
39	60	1	110	1
39	60	1	120	1
39	60	1	130	1
39	60	1	140	1
39	60	1	150	1
39	60	1	160	1
39	60	1	170	1
39	0	1.5	0	1.01639285714286
39	0	1.5	10	1.01639285714286
39	0	1.5	20	1.01639285714286
39	0	1.5	30	1.01639285714286
39	0	1.5	40	1.01639285714286
39	0	1.5	50	1.01622678571429
39	0	1.5	60	1.01606071428571
39	0	1.5	70	1.01589464285714
39	0	1.5	80	1.01572857142857
39	0	1.5	90	1.0155625
39	0	1.5	100	1.01539642857143
39	0	1.5	110	1.01523035714286
39	0	1.5	120	1.01506428571429
39	0	1.5	130	1.01489821428571
39	0	1.5	140	1.01473214285714
39	0	1.5	150	1.01456607142857
39	0	1.5	160	1.0144
39	0	1.5	170	1.01423392857143
39	10	1.5	0	1.01639285714286
39	10	1.5	10	1.01639285714286
39	10	1.5	20	1.01639285714286
39	10	1.5	30	1.01639285714286
39	10	1.5	40	1.01639285714286
39	10	1.5	50	1.01622678571429
39	10	1.5	60	1.01606071428571
39	10	1.5	70	1.01589464285714
39	10	1.5	80	1.01572857142857
39	10	1.5	90	1.0155625
39	10	1.5	100	1.01539642857143
39	10	1.5	110	1.01523035714286
39	10	1.5	120	1.01506428571429
39	10	1.5	130	1.01489821428571
39	10	1.5	140	1.01473214285714
39	10	1.5	150	1.01456607142857
39	10	1.5	160	1.0144
39	10	1.5	170	1.01423392857143
39	20	1.5	0	1.01639285714286
39	20	1.5	10	1.01639285714286
39	20	1.5	20	1.01639285714286
39	20	1.5	30	1.01639285714286
39	20	1.5	40	1.01639285714286
39	20	1.5	50	1.01622678571429
39	20	1.5	60	1.01606071428571
39	20	1.5	70	1.01589464285714
39	20	1.5	80	1.01572857142857
39	20	1.5	90	1.0155625
39	20	1.5	100	1.01539642857143
39	20	1.5	110	1.01523035714286
39	20	1.5	120	1.01506428571429
39	20	1.5	130	1.01489821428571
39	20	1.5	140	1.01473214285714
39	20	1.5	150	1.01456607142857
39	20	1.5	160	1.0144
39	20	1.5	170	1.01423392857143
39	30	1.5	0	1.01639285714286
39	30	1.5	10	1.01639285714286
39	30	1.5	20	1.01639285714286
39	30	1.5	30	1.01639285714286
39	30	1.5	40	1.01639285714286
39	30	1.5	50	1.01622678571429
39	30	1.5	60	1.01606071428571
39	30	1.5	70	1.01589464285714
39	30	1.5	80	1.01572857142857
39	30	1.5	90	1.0155625
39	30	1.5	100	1.01539642857143
39	30	1.5	110	1.01523035714286
39	30	1.5	120	1.01506428571429
39	30	1.5	130	1.01489821428571
39	30	1.5	140	1.01473214285714
39	30	1.5	150	1.01456607142857
39	30	1.5	160	1.0144
39	30	1.5	170	1.01423392857143
39	40	1.5	0	1.01639285714286
39	40	1.5	10	1.01639285714286
39	40	1.5	20	1.01639285714286
39	40	1.5	30	1.01639285714286
39	40	1.5	40	1.01639285714286
